Name: Python | Type: directory | Size: 320 bytes | ModTime: May 18 11:54  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: JavaWorkspace3_1 | Type: directory | Size: 384 bytes | ModTime: Apr 19 11:16  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: PerfectC | Type: directory | Size: 352 bytes | ModTime: May 12 20:08  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: Pictures | Type: directory | Size: 256 bytes | ModTime: Apr  9 19:11  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: git-test | Type: directory | Size: 128 bytes | ModTime: Feb  8 20:08  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: Java_eclipse | Type: directory | Size: 128 bytes | ModTime: Mar 15 10:03  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: Desktop | Type: directory | Size: 736 bytes | ModTime: May 25 00:08  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: Library | Type: directory | Size: 3072 bytes | ModTime: May 23 15:53  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: JavaInCoderun | Type: directory | Size: 128 bytes | ModTime: Dec 19 18:40  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: algorithm | Type: directory | Size: 896 bytes | ModTime: May 22 20:39  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: Parallels | Type: directory | Size: 160 bytes | ModTime: Apr 24 18:20  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: NetworkProgramming | Type: directory | Size: 544 bytes | ModTime: May 25 09:23  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: Spring_test | Type: directory | Size: 160 bytes | ModTime: Feb 21 18:24  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: SystemProgramming | Type: directory | Size: 736 bytes | ModTime: May 25 14:16  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: Public | Type: directory | Size: 128 bytes | ModTime: Jul 11 14:34  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: GitHub | Type: directory | Size: 352 bytes | ModTime: May 26 03:17  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: sourcetree | Type: directory | Size: 96 bytes | ModTime: Jan 19 01:52  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: emptydir | Type: directory | Size: 64 bytes | ModTime: May 12 20:07  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: Applications (Parallels) | Type: directory | Size: 160 bytes | ModTime: May 26 03:24  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: Movies | Type: directory | Size: 224 bytes | ModTime: Apr  9 19:11  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: Applications | Type: directory | Size: 128 bytes | ModTime: Jan 28 23:36  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: Documents | Type: directory | Size: 512 bytes | ModTime: Apr  9 19:11  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: Zomboid | Type: directory | Size: 416 bytes | ModTime: Feb  1 04:08  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: Downloads | Type: directory | Size: 2144 bytes | ModTime: May 25 10:11  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: lab8 | Type: directory | Size: 480 bytes | ModTime: May  5 00:44  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: out.txt | Type: regular | Size: 128 bytes | ModTime: May 11 09:05  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: week6 | Type: directory | Size: 384 bytes | ModTime: Apr  6 18:26  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: test | Type: directory | Size: 224 bytes | ModTime: Apr 18 13:45  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: week7 | Type: directory | Size: 480 bytes | ModTime: Apr 18 01:15  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: lab11 | Type: directory | Size: 256 bytes | ModTime: May 21 23:16  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: lab10 | Type: directory | Size: 384 bytes | ModTime: May 16 21:04  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: week5_HW | Type: directory | Size: 192 bytes | ModTime: Apr  6 18:44  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: 1 | Type: regular | Size: 128 bytes | ModTime: Feb  8 20:08  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: operationsys | Type: directory | Size: 128 bytes | ModTime: Apr  1 15:20  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: HW_10 | Type: directory | Size: 224 bytes | ModTime: May 25 00:50  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: HW_9 | Type: directory | Size: 416 bytes | ModTime: May 12 22:41  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: HW_7 | Type: directory | Size: 96 bytes | ModTime: Apr 29 18:32  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: HW_6 | Type: directory | Size: 192 bytes | ModTime: Apr 27 13:36  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: HW_8 | Type: directory | Size: 320 bytes | ModTime: May  8 23:03  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: week5 | Type: directory | Size: 352 bytes | ModTime: Apr  6 18:44  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: week3_HW | Type: directory | Size: 448 bytes | ModTime: Mar 29 20:52  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: week4 | Type: directory | Size: 480 bytes | ModTime: Apr 20 16:43  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: week3 | Type: directory | Size: 576 bytes | ModTime: Mar 21 13:27  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: sample | Type: directory | Size: 128 bytes | ModTime: May  9 18:22  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: hw | Type: regular | Size: 480 bytes | ModTime: May  5 00:44  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: hw6.c | Type: regular | Size: 128 bytes | ModTime: May 11 09:05  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: hw6_s2019114971.c | Type: regular | Size: 384 bytes | ModTime: Apr  6 18:26  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: lab8 | Type: directory | Size: 480 bytes | ModTime: May  5 00:44  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: out.txt | Type: regular | Size: 128 bytes | ModTime: May 11 09:05  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: week6 | Type: directory | Size: 384 bytes | ModTime: Apr  6 18:26  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: test | Type: directory | Size: 224 bytes | ModTime: Apr 18 13:45  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: week7 | Type: directory | Size: 480 bytes | ModTime: Apr 18 01:15  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: lab11 | Type: directory | Size: 256 bytes | ModTime: May 21 23:16  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: lab10 | Type: directory | Size: 384 bytes | ModTime: May 16 21:04  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: week5_HW | Type: directory | Size: 192 bytes | ModTime: Apr  6 18:44  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: 1 | Type: regular | Size: 128 bytes | ModTime: Feb  8 20:08  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: operationsys | Type: directory | Size: 128 bytes | ModTime: Apr  1 15:20  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: HW_10 | Type: directory | Size: 224 bytes | ModTime: May 25 00:50  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: HW_9 | Type: directory | Size: 416 bytes | ModTime: May 12 22:41  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: HW_7 | Type: directory | Size: 96 bytes | ModTime: Apr 29 18:32  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: HW_6 | Type: directory | Size: 192 bytes | ModTime: Apr 27 13:36  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: HW_8 | Type: directory | Size: 320 bytes | ModTime: May  8 23:03  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: week5 | Type: directory | Size: 352 bytes | ModTime: Apr  6 18:44  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: week3_HW | Type: directory | Size: 448 bytes | ModTime: Mar 29 20:52  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: week4 | Type: directory | Size: 480 bytes | ModTime: Apr 20 16:43  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: week3 | Type: directory | Size: 576 bytes | ModTime: Mar 21 13:27  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: sample | Type: directory | Size: 128 bytes | ModTime: May  9 18:22  | CurDir: SystemProgramming  | Path: /Users/cmk/SystemProgramming
Name: Music | Type: directory | Size: 192 bytes | ModTime: Apr  9 19:11  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: C++ | Type: directory | Size: 128 bytes | ModTime: May 11 09:05  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: temp | Type: directory | Size: 384 bytes | ModTime: May  9 15:32  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: eclipse | Type: directory | Size: 160 bytes | ModTime: Mar  8 09:55  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: Python | Type: directory | Size: 320 bytes | ModTime: May 18 11:54  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: JavaWorkspace3_1 | Type: directory | Size: 384 bytes | ModTime: Apr 19 11:16  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: PerfectC | Type: directory | Size: 352 bytes | ModTime: May 12 20:08  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: Pictures | Type: directory | Size: 256 bytes | ModTime: Apr  9 19:11  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: git-test | Type: directory | Size: 128 bytes | ModTime: Feb  8 20:08  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: Java_eclipse | Type: directory | Size: 128 bytes | ModTime: Mar 15 10:03  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: Desktop | Type: directory | Size: 736 bytes | ModTime: May 25 00:08  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: Library | Type: directory | Size: 3072 bytes | ModTime: May 23 15:53  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: JavaInCoderun | Type: directory | Size: 128 bytes | ModTime: Dec 19 18:40  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: algorithm | Type: directory | Size: 896 bytes | ModTime: May 22 20:39  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: Parallels | Type: directory | Size: 160 bytes | ModTime: Apr 24 18:20  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: NetworkProgramming | Type: directory | Size: 544 bytes | ModTime: May 25 09:23  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: Spring_test | Type: directory | Size: 160 bytes | ModTime: Feb 21 18:24  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: SystemProgramming | Type: directory | Size: 736 bytes | ModTime: May 25 14:16  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: Public | Type: directory | Size: 128 bytes | ModTime: Jul 11 14:34  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: GitHub | Type: directory | Size: 352 bytes | ModTime: May 26 03:17  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: sourcetree | Type: directory | Size: 96 bytes | ModTime: Jan 19 01:52  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: emptydir | Type: directory | Size: 64 bytes | ModTime: May 12 20:07  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: Applications (Parallels) | Type: directory | Size: 160 bytes | ModTime: May 26 03:24  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: Movies | Type: directory | Size: 224 bytes | ModTime: Apr  9 19:11  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: Applications | Type: directory | Size: 128 bytes | ModTime: Jan 28 23:36  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: Documents | Type: directory | Size: 512 bytes | ModTime: Apr  9 19:11  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: Zomboid | Type: directory | Size: 416 bytes | ModTime: Feb  1 04:08  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: Downloads | Type: directory | Size: 2144 bytes | ModTime: May 25 10:11  | CurDir: /Users/cmk  | Path: /Users/cmk
Name: cmk | Type: directory | Size: 2304 bytes | ModTime: May 26 11:19  | CurDir: /Users/cmk  | Path: /Users
Name: Shared | Type: directory | Size: 288 bytes | ModTime: Apr  2 01:46  | CurDir: /Users/cmk  | Path: /Users
